Wall time,Step,Value
1616936668.460992,10479,1.798799348762259e-05
1616936671.154746,10489,1.7984370060730726e-05
1616936672.591114,10493,1.7964743165066466e-05
1616936680.251717,10522,1.7981943528866395e-05
1616936683.672561,10531,1.8008895494858734e-05
1616936689.940639,10554,1.7970771295949817e-05
1616936690.212226,10555,1.7992393622989766e-05
1616936693.407561,10567,1.799735582608264e-05
1616936701.877267,10598,1.798803532437887e-05
1616936704.261782,10607,1.7986436432693154e-05
1616936708.770454,10624,1.800325480871834e-05
1616936710.069081,10629,1.7967440726351924e-05
1616936712.428015,10638,1.799694109649863e-05
1616936714.509324,10646,1.7973899957723916e-05
1616936716.587225,10654,1.800895915948786e-05
1616936721.00821,10671,1.8008653569268063e-05
1616936728.829762,10701,1.7971795386984013e-05
1616936731.459949,10711,1.7990647393162362e-05
1616936741.465947,10748,1.7989539628615603e-05
1616936743.873071,10757,1.7962884157896042e-05
1616936744.142716,10758,1.799922392820008e-05
1616936749.995949,10780,1.795237221813295e-05
1616936751.862443,10787,1.7982887584366836e-05
1616936759.995171,10815,1.7971688066609204e-05
1616936762.825117,10825,1.7973725334741175e-05
1616936764.187554,10830,1.796690048649907e-05
1616936767.260441,10841,1.7958274838747457e-05
1616936769.712894,10850,1.7981972632696852e-05
1616936773.496863,10864,1.7984206351684406e-05
1616936783.802086,10902,1.7985845261137e-05
1616936784.604906,10905,1.799243182176724e-05
1616936793.669682,10939,1.797954428184312e-05
1616936794.74214,10943,1.7957854652195238e-05
1616936802.112652,10966,1.7968974134419113e-05
1616936803.704561,10972,1.7985888916882686e-05
1616936804.236101,10974,1.7972786736208946e-05
1616936814.888457,11014,1.795063872123137e-05
1616936816.504087,11020,1.7989103071158752e-05
1616936817.041177,11022,1.798583980416879e-05
1616936820.010858,11033,1.7958023818209767e-05
1616936821.361539,11038,1.796696233213879e-05
1616936825.096438,11052,1.7979982658289373e-05
1616936827.516744,11061,1.8004806406679563e-05
1616936831.81607,11077,1.7970594853977673e-05
1616936838.572131,11102,1.794945819710847e-05
1616936843.73943,11121,1.7969794498640113e-05
1616936846.194081,11130,1.7962571291718632e-05
1616936851.076102,11148,1.796012838894967e-05
1616936858.310954,11175,1.7953067072085105e-05
1616936864.440877,11198,1.7958123862626962e-05
1616936864.974547,11200,1.7954713257495314e-05
1616936865.244663,11201,1.797167533368338e-05
1616936880.862916,11260,1.796073956938926e-05
1616936881.666492,11263,1.7962027413886972e-05
1616936884.09248,11272,1.796977267076727e-05
1616936894.763227,11310,1.7957892850972712e-05
1616936908.374573,11361,1.7970591215998866e-05
1616936922.266891,11411,1.7964041035156697e-05
1616936924.437586,11419,1.7946496882359497e-05
1616936934.695083,11455,1.7971276975004002e-05
1616936939.485465,11472,1.7975162336369976e-05
1616936944.920812,11492,1.796912692952901e-05
1616936953.215835,11520,1.795289063011296e-05
1616936954.043693,11523,1.796887954697013e-05
1616936955.996708,11530,1.796442666091025e-05
1616936956.546578,11532,1.7948023014469072e-05
1616936961.328304,11549,1.7967111489269882e-05
1616936963.575094,11557,1.797436925699003e-05
1616936966.50502,11566,1.794671879906673e-05
1616936970.499722,11581,1.794402487576008e-05
1616936974.794382,11597,1.794838681234978e-05
1616936986.479412,11636,1.7946096704690717e-05
1616936989.688875,11648,1.795248499547597e-05
1616936992.938424,11660,1.7942988051800057e-05
1616936995.892467,11671,1.7965332517633215e-05
1616936999.606555,11685,1.7944314095075242e-05
1616937000.146888,11687,1.7980732081923634e-05
1616937009.74074,11723,1.7948541426449083e-05
1616937020.608717,11759,1.7973397916648537e-05
1616937027.836762,11786,1.7936639778781682e-05
1616937031.817838,11801,1.7942977137863636e-05
1616937039.747378,11831,1.795780008251313e-05
1616937046.088272,11855,1.7946695152204484e-05
1616937050.896053,11873,1.7951169866137207e-05
1616937060.658408,11906,1.7945558283827268e-05
1616937069.207822,11933,1.7945654690265656e-05
1616937072.938183,11946,1.7967369785765186e-05
1616937073.478722,11948,1.7951180780073628e-05
1616937073.763269,11949,1.795950811356306e-05
1616937079.332071,11969,1.7954364011529833e-05
1616937080.78399,11974,1.797079858079087e-05
1616937085.435331,11988,1.79409580596257e-05
1616937088.296403,11998,1.796049764379859e-05
1616937089.725489,12003,1.794865784177091e-05
1616937091.697843,12010,1.79540384124266e-05
1616937097.006327,12029,1.7950169421965256e-05
1616937100.371378,12041,1.795007301552687e-05
1616937110.072241,12076,1.7953438145923428e-05
1616937127.717973,12138,1.794622585293837e-05
1616937131.771389,12153,1.794843228708487e-05
1616937134.723051,12164,1.793617775547318e-05
1616937135.808914,12168,1.7940201360033825e-05
1616937140.110392,12184,1.7950624169316143e-05
1616937149.137822,12217,1.793477167666424e-05
1616937151.556803,12226,1.7949281755136326e-05
1616937163.301076,12270,1.794547824829351e-05
1616937168.606784,12290,1.7935066352947615e-05
1616937169.402757,12293,1.7942755221156403e-05
1616937173.634716,12309,1.794046511349734e-05
1616937177.854282,12325,1.793625415302813e-05
1616937197.019603,12396,1.794662603060715e-05
1616937199.498775,12405,1.7936370568349957e-05
1616937208.006432,12436,1.7946576917893253e-05
1616937213.372544,12455,1.7942526028491557e-05
1616937214.20047,12458,1.7938315068022348e-05
1616937220.203895,12480,1.7953569113160484e-05
1616937238.446115,12545,1.792917464626953e-05
1616937240.554131,12553,1.7943144484888762e-05
1616937246.228677,12574,1.7943177226698026e-05
1616937252.221232,12596,1.7934959032572806e-05
1616937260.016265,12625,1.7930577087099664e-05
1616937272.336675,12671,1.7939493773155846e-05
1616937280.163161,12699,1.7937425582204014e-05
1616937296.391754,12758,1.7938134988071397e-05
1616937300.906697,12774,1.795451680663973e-05
1616937309.897819,12805,1.7936148651642725e-05
1616937318.160231,12834,1.7932963601197116e-05
1616937325.243807,12859,1.7925962310982868e-05
1616937327.000019,12864,1.7936439689947292e-05
1616937330.810337,12877,1.7930444300873205e-05
1616937334.603169,12890,1.7935590221895836e-05
1616937336.371541,12896,1.7931568436324596e-05
1616937348.794297,12938,1.7928110537468456e-05
1616937349.077512,12939,1.793420233298093e-05
1616937354.584859,12959,1.7935477444552816e-05
1616937370.768799,13017,1.7930848116520792e-05
1616937375.332251,13034,1.7931828551809303e-05
1616937382.628767,13061,1.7931461115949787e-05
1616937382.899678,13062,1.7928807210410014e-05
1616937385.090371,13070,1.792518378351815e-05
1616937388.373504,13082,1.7934107745531946e-05
1616937391.640199,13094,1.7927770386449993e-05
1616937395.725239,13109,1.792441980796866e-05
1616937396.818364,13113,1.7935959476744756e-05
1616937401.435061,13130,1.7937425582204014e-05
1616937406.39753,13148,1.7934753486770205e-05
1616937411.329538,13166,1.7941514670383185e-05
1616937415.410116,13181,1.793180126696825e-05
1616937418.099423,13191,1.7937893062480725e-05
1616937418.914605,13194,1.7932874470716342e-05
1616937422.162302,13206,1.793120100046508e-05
1616937422.431928,13207,1.7925985957845114e-05
1616937423.520038,13211,1.792826697055716e-05
1616937431.162432,13239,1.7932163245859556e-05
1616937438.24031,13265,1.793255978554953e-05
1616937447.095397,13298,1.7928827219293453e-05
1616937451.126535,13313,1.7926355212694034e-05
1616937460.835921,13349,1.7933794879354537e-05
1616937475.162351,13402,1.7926822692970745e-05
1616937476.243987,13406,1.7932354239746928e-05
1616937481.630356,13426,1.7922648112289608e-05
1616937495.161022,13475,1.7927219232660718e-05
1616937502.795594,13504,1.7924401618074626e-05
1616937514.070047,13546,1.792264993127901e-05
1616937527.601982,13597,1.79292110260576e-05
1616937531.727642,13612,1.7925647625816055e-05
1616937533.956161,13620,1.7922517145052552e-05
1616937535.672417,13626,1.792777948139701e-05
1616937549.365575,13676,1.7924052372109145e-05
1616937550.161541,13679,1.7927470253198408e-05
1616937550.951788,13682,1.791923750715796e-05
1616937554.41579,13695,1.7925094653037377e-05
1616937561.947651,13722,1.7925118299899623e-05
1616937568.681926,13747,1.7920307072927244e-05
1616937570.568025,13754,1.7920790924108587e-05
1616937576.540447,13776,1.7927228327607736e-05
1616937582.641583,13797,1.7923530322150327e-05
1616937586.238228,13810,1.7922617189469747e-05
1616937596.921875,13845,1.7928708984982222e-05
1616937603.740695,13868,1.7919890524353832e-05
1616937604.568154,13871,1.7925196516443975e-05
1616937608.191616,13884,1.7924361600307748e-05
1616937609.377433,13888,1.792109469533898e-05
1616937623.219191,13937,1.7921005564858206e-05
1616937623.486692,13938,1.7925001884577796e-05
1616937628.707608,13957,1.7925362044479698e-05
1616937629.499625,13960,1.792494731489569e-05
1616937631.925589,13969,1.7929058230947703e-05
1616937632.189493,13970,1.7920943719218485e-05
1616937633.825441,13976,1.7920487152878195e-05
1616937639.26121,13996,1.792222792573739e-05
1616937639.837254,13998,1.792299372027628e-05
1616937663.206763,14080,1.7920610844157636e-05
1616937664.847924,14086,1.7919641322805546e-05
1616937685.074128,14161,1.7922604456543922e-05
1616937692.807681,14189,1.792569128156174e-05
1616937701.097015,14221,1.79255675902823e-05
1616937702.640736,14227,1.791839713405352e-05
1616937708.680383,14250,1.7920290702022612e-05
1616937718.245025,14287,1.791809881979134e-05
1616937718.499772,14288,1.7918395315064117e-05
1616937720.020735,14294,1.7918633602675982e-05
1616937722.314307,14303,1.7919845049618743e-05
1616937726.75573,14320,1.7919683159561828e-05
1616937729.916147,14332,1.7918613593792543e-05
1616937731.483866,14338,1.7921678590937518e-05
1616937736.779067,14358,1.7921003745868802e-05
1616937737.795499,14362,1.7918348021339625e-05
1616937743.853904,14386,1.7917238437803462e-05
1616937746.729701,14397,1.79211565409787e-05
1616937759.71706,14447,1.7922964616445825e-05
1616937765.997601,14471,1.792034527170472e-05
1616937771.908262,14494,1.7916347132995725e-05
1616937781.406632,14530,1.7918193407240324e-05
1616937787.593839,14554,1.791720205801539e-05
1616937788.103056,14556,1.791755494195968e-05
1616937788.364203,14557,1.791699651221279e-05
1616937804.240337,14617,1.791821159713436e-05
1616937808.341747,14632,1.7918790035764687e-05
1616937809.925544,14638,1.7919384845299646e-05
1616937817.893547,14668,1.7916578144649975e-05
1616937820.273201,14677,1.7916625438374467e-05
1616937821.312743,14681,1.791717659216374e-05
1616937822.851443,14687,1.7918326193466783e-05
1616937826.990615,14703,1.791763679648284e-05
1616937838.365723,14746,1.791883732948918e-05
1616937841.590867,14758,1.7917347577167675e-05
1616937847.074277,14779,1.791857539501507e-05
1616937847.352489,14780,1.791761133063119e-05
1616937848.383406,14784,1.7914855561684817e-05
1616937849.405267,14788,1.7913725969265215e-05
1616937850.433604,14792,1.791459544620011e-05
1616937854.785234,14809,1.791464637790341e-05
1616937856.306333,14815,1.791477006918285e-05
1616937857.339348,14819,1.7917280274559744e-05
1616937864.321898,14846,1.7913647752720863e-05
1616937871.28316,14873,1.7916530850925483e-05
1616937876.108182,14892,1.7916510842042044e-05
1616937884.175381,14924,1.79127946466906e-05
1616937884.426141,14925,1.7918759112944826e-05
1616937884.67481,14926,1.7915155694936402e-05
1616937890.686758,14950,1.791476461221464e-05
1616937907.82881,15015,1.7916137949214317e-05
1616937911.032589,15027,1.7915932403411716e-05
1616937928.343173,15090,1.7916121578309685e-05
1616937939.961619,15132,1.7915896023623645e-05
1616937941.059924,15136,1.7916305296239443e-05
1616937953.053183,15180,1.7914648196892813e-05
1616937958.241939,15199,1.7915028365678154e-05
1616937968.351551,15236,1.7914748241310008e-05
1616937976.859233,15266,1.791504655557219e-05
1616937978.856632,15273,1.7914413547259755e-05
1616937981.709707,15283,1.7915413991431706e-05
1616937986.752797,15301,1.7915726857609116e-05
1616937993.269008,15324,1.791502108972054e-05
1616937998.037935,15341,1.791571412468329e-05
1616937999.664221,15347,1.7914078853209503e-05
1616938001.515128,15354,1.7914797354023904e-05
1616938014.835176,15401,1.7914433556143194e-05
1616938016.258713,15406,1.791298382158857e-05
1616938020.818685,15422,1.791441536624916e-05
1616938022.434509,15428,1.7913365809363313e-05
1616938025.258251,15438,1.7916188880917616e-05
1616938030.464207,15456,1.7913884221343324e-05
1616938035.190573,15473,1.7912643670570105e-05
1616938035.782366,15475,1.7913316696649417e-05
1616938044.725949,15507,1.7913120245793834e-05
1616938050.557993,15527,1.7914004274643958e-05
1616938053.684518,15538,1.791364593373146e-05
1616938067.198799,15585,1.7911965187522583e-05
1616938070.628631,15597,1.791317481547594e-05
1616938073.808074,15608,1.79133585334057e-05
1616938091.205669,15672,1.7913167539518327e-05
1616938100.027093,15703,1.791256909200456e-05
1616938109.908764,15740,1.7913911506184377e-05
1616938116.339885,15764,1.7912387193064205e-05
1616938118.77902,15773,1.791367139958311e-05
1616938120.384481,15779,1.791295471775811e-05
1616938124.351331,15794,1.791287650121376e-05
1616938128.987502,15811,1.7912654584506527e-05
1616938132.884861,15825,1.791261092876084e-05
1616938133.678623,15828,1.7912274415721186e-05
1616938138.971237,15847,1.791260001482442e-05
1616938144.714413,15866,1.7912247130880132e-05
1616938175.813703,15979,1.791225076885894e-05
1616938178.092577,15987,1.791274917195551e-05
1616938179.937308,15993,1.7912305338541046e-05
1616938187.014009,16017,1.7912328985403292e-05
1616938187.294206,16018,1.7912239854922518e-05
1616938198.140727,16056,1.7912623661686666e-05
1616938205.866414,16083,1.791183058230672e-05
1616938209.330402,16095,1.791234899428673e-05
1616938215.478338,16116,1.7912232578964904e-05
1616938233.265142,16175,1.791206159396097e-05
1616938236.794978,16188,1.791205068002455e-05
1616938239.623923,16198,1.7911575923790224e-05
1616938240.773051,16202,1.791228714864701e-05
1616938247.824407,16227,1.791198883438483e-05
1616938254.14893,16249,1.7911688701133244e-05
1616938275.099973,16321,1.791173781384714e-05
1616938281.291903,16343,1.7911648683366366e-05
1616938282.509929,16347,1.7911777831614017e-05
1616938283.084863,16349,1.791159411368426e-05
1616938283.364368,16350,1.7911144823301584e-05
1616938286.210096,16360,1.7911586837726645e-05
1616938292.010254,16380,1.791171234799549e-05
1616938299.742119,16406,1.7911108443513513e-05
1616938309.853121,16440,1.7911326722241938e-05
1616938312.483677,16449,1.791139948181808e-05
1616938328.872058,16505,1.7911816030391492e-05
1616938344.604539,16559,1.791169233911205e-05
1616938352.188388,16585,1.7911510440171696e-05
1616938353.609626,16590,1.7910948372446e-05
1616938359.254915,16610,1.791112299542874e-05
1616938373.604479,16661,1.7911290342453867e-05
1616938374.69084,16665,1.7911032045958564e-05
1616938383.648832,16697,1.7911146642290987e-05
1616938397.518921,16746,1.791121940186713e-05
1616938403.296611,16766,1.791109207260888e-05
1616938412.344603,16798,1.791102477000095e-05
1616938415.175898,16808,1.7911015675053932e-05
1616938415.460009,16809,1.791090107872151e-05
1616938422.518008,16834,1.7910873793880455e-05
1616938423.928205,16839,1.791103568393737e-05
1616938425.071748,16843,1.7911093891598284e-05
1616938429.088803,16857,1.7910977476276457e-05
1616938441.204738,16899,1.7910957467393018e-05
1616938448.361596,16924,1.791086651792284e-05
1616938469.480107,16999,1.7910679162014276e-05
1616938487.450942,17066,1.791059366951231e-05
1616938496.086337,17097,1.7910633687279187e-05
1616938505.682727,17131,1.791088106983807e-05
1616938505.945674,17132,1.791071736079175e-05
1616938511.891755,17154,1.7910786482389085e-05
1616938522.901314,17192,1.7910797396325506e-05
1616938524.414598,17197,1.791084105207119e-05
1616938525.949257,17202,1.7910602764459327e-05
1616938528.759604,17212,1.7910704627865925e-05
1616938536.322155,17239,1.79107428266434e-05
1616938536.60973,17240,1.79107428266434e-05
1616938538.552579,17247,1.791061913536396e-05
1616938542.536427,17261,1.7910653696162626e-05
1616938545.81278,17272,1.791070644685533e-05
1616938550.900549,17290,1.7910642782226205e-05
1616938551.46452,17292,1.791066642908845e-05
1616938558.330448,17315,1.7910757378558628e-05
1616938558.606081,17316,1.7910535461851396e-05
1616938558.880704,17317,1.7910821043187752e-05
1616938559.726773,17320,1.791085014701821e-05
1616938565.164526,17339,1.7910595488501713e-05
1616938575.238887,17374,1.7910535461851396e-05
1616938580.014033,17391,1.7910653696162626e-05
1616938583.676195,17404,1.791056820366066e-05
1616938583.986142,17405,1.7910708265844733e-05
1616938586.848776,17415,1.7910595488501713e-05
1616938589.998319,17426,1.7910550013766624e-05
1616938592.704078,17436,1.7910651877173223e-05
1616938594.829767,17444,1.7910540918819606e-05
1616938597.518185,17454,1.79105372808408e-05
1616938610.97453,17503,1.7910637325257994e-05
1616938613.251979,17511,1.7910611859406345e-05
1616938614.360365,17515,1.7910508177010342e-05
1616938622.345973,17543,1.7910515452967957e-05
1616938626.363257,17557,1.7910597307491116e-05
1616938628.057041,17563,1.7910539099830203e-05
1616938632.04359,17577,1.791056820366066e-05
1616938632.608633,17579,1.7910586393554695e-05
1616938634.76926,17586,1.791052818589378e-05
1616938635.840629,17590,1.791065005818382e-05
1616938636.653789,17593,1.7910551832756028e-05
1616938636.929042,17594,1.79104354174342e-05
1616938638.014621,17598,1.791049180610571e-05
1616938645.061429,17623,1.791054819477722e-05
1616938647.795925,17633,1.7910473616211675e-05
1616938648.867283,17637,1.7910557289724238e-05
1616938653.366143,17653,1.791047179722227e-05
1616938657.285282,17667,1.791051727195736e-05
1616938667.73535,17703,1.7910564565681852e-05
1616938668.0055,17704,1.7910464521264657e-05
1616938669.917711,17711,1.7910540918819606e-05
1616938673.090621,17722,1.791050635802094e-05
1616938681.517136,17752,1.7910513633978553e-05
1616938686.836251,17771,1.7910519090946764e-05
1616938687.106217,17772,1.7910539099830203e-05
1616938688.47633,17777,1.791044996934943e-05
1616938696.342919,17804,1.7910499082063325e-05
1616938701.389034,17822,1.7910457245307043e-05
1616938706.926517,17842,1.7910493625095114e-05
1616938737.725312,17953,1.7910464521264657e-05
1616938740.245023,17962,1.791041540855076e-05
1616938745.214036,17978,1.791047179722227e-05
1616938746.023754,17981,1.7910464521264657e-05
1616938748.496244,17990,1.7910431779455394e-05
1616938756.464623,18018,1.7910439055413008e-05
1616938765.989452,18052,1.791046634025406e-05
1616938766.266172,18053,1.7910448150360025e-05
1616938768.73717,18062,1.7910495444084518e-05
1616938769.558397,18065,1.791044087440241e-05
1616938780.342647,18104,1.7910448150360025e-05
1616938784.514817,18119,1.7910431779455394e-05
1616938787.354089,18129,1.7910428141476586e-05
1616938791.521559,18144,1.791042450349778e-05
1616938792.082152,18146,1.791042450349778e-05
1616938794.286403,18154,1.7910426322487183e-05
1616938798.68241,18170,1.7910433598444797e-05
1616938804.185015,18190,1.7910431779455394e-05
1616938810.719161,18214,1.7910408132593147e-05
1616938816.694906,18236,1.791040449461434e-05
1616938824.297053,18264,1.7910420865518972e-05
1616938827.565033,18276,1.7910413589561358e-05
1616938840.100953,18318,1.79103844857309e-05
1616938840.969715,18321,1.7910375390783884e-05
1616938852.67312,18362,1.7910380847752094e-05
1616938855.258224,18370,1.7910382666741498e-05
1616938877.97891,18451,1.7910380847752094e-05
1616938878.272872,18452,1.79103844857309e-05
1616938902.308853,18539,1.7910397218656726e-05
1616938904.517647,18547,1.7910386304720305e-05
1616938917.679416,18591,1.7910375390783884e-05
1616938917.948137,18592,1.791037357179448e-05
1616938932.314178,18643,1.7910360838868655e-05
1616938935.613343,18652,1.7910375390783884e-05
1616938950.800227,18703,1.7910377209773287e-05
1616938953.637687,18713,1.791036265785806e-05
1616938955.641835,18720,1.791037357179448e-05
1616938957.090454,18725,1.7910357200889848e-05
1616938963.951766,18749,1.7910364476847462e-05
1616938974.423049,18786,1.7910360838868655e-05
1616938979.32407,18803,1.791035356291104e-05
1616938991.268457,18845,1.7910359019879252e-05
1616939004.824522,18893,1.7910349924932234e-05
1616939005.381177,18895,1.7910357200889848e-05
1616939015.788509,18933,1.791034264897462e-05
1616939022.5151,18958,1.791034810594283e-05
1616939027.679207,18977,1.7910349924932234e-05
1616939029.034249,18982,1.791034264897462e-05
1616939030.422357,18987,1.791034810594283e-05
1616939035.479051,19005,1.7910344467964023e-05
1616939036.905638,19010,1.791034264897462e-05
1616939038.329092,19015,1.791034264897462e-05
1616939041.759266,19027,1.7910344467964023e-05
1616939047.997192,19048,1.791034264897462e-05
1616939061.16346,19095,1.7910339010995813e-05
1616939067.014203,19116,1.7910340829985216e-05
1616939077.203332,19153,1.7910340829985216e-05
1616939081.643891,19169,1.7910339010995813e-05
1616939091.185012,19203,1.791033719200641e-05
1616939094.253232,19214,1.791033719200641e-05
1616939097.80987,19227,1.791033719200641e-05
1616939107.888434,19264,1.7910335373017006e-05
1616939109.828801,19271,1.7910335373017006e-05
1616939110.931258,19275,1.7910335373017006e-05
1616939117.77092,19300,1.7910333554027602e-05
1616939124.875517,19326,1.7910333554027602e-05
1616939135.682737,19366,1.7910333554027602e-05
1616939146.65233,19407,1.7910333554027602e-05
1616939147.456134,19410,1.7910333554027602e-05
1616939148.79579,19415,1.7910333554027602e-05
1616939162.311189,19465,1.7910333554027602e-05
1616939167.802092,19485,1.7910333554027602e-05
1616939172.012613,19500,1.7910333554027602e-05
1616939172.855386,19503,1.7910333554027602e-05
1616939173.420115,19505,1.79103317350382e-05
1616939179.071202,19525,1.7910333554027602e-05
1616939180.740107,19531,1.7910333554027602e-05
1616939187.241556,19554,1.79103317350382e-05
1616939194.302497,19579,1.79103317350382e-05
1616939194.857326,19581,1.7910333554027602e-05
1616939198.423782,19594,1.79103317350382e-05
1616939204.510042,19615,1.7910333554027602e-05
1616939209.74142,19634,1.79103317350382e-05
1616939211.406821,19640,1.79103317350382e-05
1616939215.354895,19654,1.79103317350382e-05
1616939218.498908,19665,1.79103317350382e-05
1616939221.071516,19674,1.79103317350382e-05
1616939222.165445,19678,1.7910333554027602e-05
1616939234.02045,19720,1.79103317350382e-05
1616939236.010361,19727,1.7910333554027602e-05
1616939237.172186,19731,1.7910333554027602e-05
1616939238.747827,19736,1.7910333554027602e-05
1616939239.042199,19737,1.7910333554027602e-05
1616939251.292513,19777,1.79103317350382e-05
1616939257.379241,19796,1.7910333554027602e-05
1616939265.682761,19823,1.7910333554027602e-05
1616939272.197043,19846,1.7910333554027602e-05
1616939280.932113,19875,1.79103317350382e-05
1616939293.112561,19916,1.79103317350382e-05
1616939296.011786,19926,1.7910333554027602e-05
1616939299.478941,19938,1.7910333554027602e-05
1616939304.384629,19955,1.79103317350382e-05
1616939308.938273,19971,1.7910333554027602e-05
1616939311.227717,19979,1.7910333554027602e-05
1616939313.875251,19988,1.7910333554027602e-05
1616939316.130666,19995,1.7910333554027602e-05
1616939317.279117,19999,1.7910333554027602e-05
